product_id,product_name,product_company,category,product_size,product_price
84509,"Life Extension, Neumentix, Focus Tea, Spearmint, 14 Stick Packs",Life Extension,Tea,14,26.96
77399,"Natrol, Laci Le Beau, Super Dieter's Tea, Natural Botanicals, 60 Tea Bags, 5.26 oz (150 g)",Natrol,Tea,150 g,23.35
95698,"Pukka Herbs, Night Time Organic Latte, Caffeine Free, 2.65 oz (75 g)",Pukka Herbs,Tea,75 g,15.93
88416,"Celestial Seasonings, Teahouse, Organic Herbal Tea, Lemon Moringa, 20 Tea Bags, 1.1 oz (31 g)",Celestial Seasonings,Tea,31 g,7.76
88706,"Teami, Colon Cleanse Tea Blend, 15 Tea Bags",Teami,Tea,15,40.83
56216,"Uncle Lee's Tea, Imperial Organic Vanilla Rooibos Chai, Caffeine Free, 18 Tea Bags, 1.14 oz (32.4 g)",Uncle Lee's Tea,Tea,32,10.55
37941,"The Tao of Tea, Organic Full Bodied Black Tea, Malty Assam, 3.5 oz (100 g)",The Tao of Tea,Tea,100 g,20.22
31230,"Frontier Natural Products, Organic Guardian Spirit Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,38.46
69886,"Tazo Teas, Tazo, Iced Passion Herbal Tea , 6 Filterbags, 2.85 oz (81 g)",Tazo Teas,Tea,81 g,6.76
96957,"Matcha Road, Matcha + Vitamin C,  Superfood Drink Mix, Dragonfruit, 10 Packets, 0.18 oz (5 g) Each",Matcha Road,Tea,5 g,19.77
94930,"Frontier Natural Products, Certified Organic Turmeric Chai Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,32.17
15181,"Uncle Lee's Tea, Body Slim Dieter Tea, Original Flavor, Caffeine Free, 30 Tea Bags, 2.12 oz (60 g)",Uncle Lee's Tea,Tea,60 g,12.47
16480,"Heather's Tummy Care, Organic Peppermint Tummy Tea, Immediate Bowel Soothing, Caffeine Free, 16 oz (453 g)",Heather's Tummy Care,Tea,453 g,32.3
55701,"Heritage Store, Loose Tea, Slippery Elm Bark, Powder, 4 oz (120 g)",Heritage Store,Tea,120 g,19.99
41684,"Organic India, Tulsi Tea, Breakfast, 18 Infusion Bags, 1.08 oz (30.6 g)",Organic India,Tea,30,8.43
31221,"Frontier Natural Products, Organic Genmaicha Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,37.06
42862,"The Tao of Tea, Organic Bai Mudan White Tea, White Peony, 2.0 oz (57 g)",The Tao of Tea,Tea,57 g,16.34
30794,"Frontier Natural Products, Cut & Sifted Senna Leaf, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,19.46
31130,"Frontier Natural Products, Organic Whole Elder, European Berries, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,33.35
45009,"Rishi Tea, Organic Loose Leaf Herbal Tea, Caffeine Free, Hibiscus Berry, 2.82 oz (80 g)",Rishi Tea,Tea,80 g,16.16
86272,"Harney & Sons, African Autumn, Caffeine-Free Herbal Tea, 30 Sachets, 2.67 oz (75 g)",Harney & Sons,Tea,75 g,18.69
85605,"Pukka Herbs, Lean Matcha Green, 20 Herbal Tea Sachets, 1.05 oz (30 g)",Pukka Herbs,Tea,30 g,8.94
76254,"Pukka Herbs, Clean Matcha Green, 20 Green Tea Sachets, 0.05 oz (1.5 g) Each",Pukka Herbs,Tea,1,8.94
76254,"Pukka Herbs, Clean Matcha Green, 20 Green Tea Sachets, 0.05 oz (1.5 g) Each",Pukka Herbs,Tea,1,8.94
89619,"Waykana, Amazon Guayusa Tea, Chai Guayusa, 16 Tea Bags, 1.13 oz (32 g)",Waykana,Tea,32 g,9.79
44944,"Harney & Sons, Genmaicha, 4 oz",Harney & Sons,Tea,4,12.4
45567,"The Tao of Tea, Spring Plucked White Tea, Imperial White , 1.5 oz (43 g)",The Tao of Tea,Tea,43 g,19.41
45568,"The Tao of Tea, Organic Genmaicha, Brown Rice Tea , 3.5 oz (100 g)",The Tao of Tea,Tea,100 g,19.61
31021,"Frontier Natural Products, Organic Powdered Alfalfa Leaf, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,21.45
39942,"Now Foods, Organic Real Tea, Green Kick, 24 Tea Bags, 1.44 oz (41 g)",Now Foods,Tea,41 g,7.42
86517,"Stash Tea, Herbal Tea, Organic Rainforest Chai, Caffeine-Free , 18 Tea Bags, 1.0 oz (30 g)",Stash Tea,Tea,30 g,5.56
95172,"Pukka Herbs, Organic Herbal Tea Collection, 20 Herbal Tea Sachets, 1.21 oz (34.4 g)",Pukka Herbs,Tea,34,8.94
45630,"Uncle Lee's Tea, Organic Pu-erh Tea, 18 Tea Bags, 1.14 oz (32.4 g)",Uncle Lee's Tea,Tea,32,10.55
13207,"Ilhwa, Pure Concentrated Ginseng Tea, 1.7 oz (50 g)",Ilhwa,Tea,50 g,96.98
22722,"Starwest Botanicals, Organic Chunmee Green Tea, 1 lb (453.6 g)",Starwest Botanicals,Tea,453,27.07
97870,"Tea Drops, Rose Earl Grey, 3.2 oz",Tea Drops,Tea,3,17.96
31206,"Frontier Natural Products, Organic Sencha Leaf Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,41.3
88712,"Teami, Organic, Matcha Powder, 4 oz (113 g)",Teami,Tea,113 g,57.17
85610,"Pukka Herbs, Detox, Organic Aniseed, Fennel & Cardamom Tea, Caffeine-Free, 3 Pack, 20 Herbal Tea Sachets Each",Pukka Herbs,Tea,3,26.83
95201,"Frontier Natural Products, Certified Organic Kumaon Black Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,53.61
30859,"Frontier Natural Products, Whole Rosehips, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,13.05
16464,"Whole World Botanicals, Royal Break-Stone Tea, 4.4 oz (125 g)",Whole World Botanicals,Tea,125 g,42.76
96962,"Matcha Road, Matcha + Vitamin C, Superfood Drink Mix, Citrus Ginger, 10 Packets, 0.18 oz (5 g) Each",Matcha Road,Tea,5 g,19.77
37963,"The Tao of Tea, Organic Roasted Maté, 4.0 oz (115 g)",The Tao of Tea,Tea,115 g,13.89
72644,"Rishi Tea, Organic Loose Leaf Green Tea, Jasmine Pearls, 3 oz (85 g)",Rishi Tea,Tea,85 g,37.56
97874,"Tea Drops, Matcha Green Tea, 2.5 oz",Tea Drops,Tea,2,17.96
31175,"Frontier Natural Products, Organic Powdered Chaste Tree Berries, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,30.57
8854,"Uncle Lee's Tea, Body Slim, Dieter Tea, Cinnamon flavor, 30 Tea Bags, 2.43 oz (69 g)",Uncle Lee's Tea,Tea,69 g,12.47
37950,"The Tao of Tea, Wild Forest Varietal, Vana Tulsi, Caffeine Free, 2.0 oz (57 g)",The Tao of Tea,Tea,57 g,13.07
77880,"Sun Potion, White Dragon Matcha, Ceremonial Grade Green Tea Powder, 1.94 oz (55 g)",Sun Potion,Tea,55 g,not availabe
62644,"Fairhaven Health, ViriliTea for Men, 4 oz",Fairhaven Health,Tea,4,34.08
62661,"Fairhaven Health, Nursing Time Tea, Lemon Flavor, 4 oz",Fairhaven Health,Tea,4,30.48
34473,"Tazo Teas, Wild Sweet Orange, Herbal Tea, Caffeine-Free, 20 Filterbags, 1.58 oz (45 g)",Tazo Teas,Tea,45 g,6.85
97663,"RAPIDFIRE, Beauty Tea with Collagen, Berries & Creme, 10 Tea Bag Sachets",RAPIDFIRE,Tea,10,22.39
97879,"Tea Drops, Blueberry Acai White, 1.8 oz",Tea Drops,Tea,1,17.96
90211,"Further Food, Superfood Matcha, 2.65 oz (75 g)",Further Food,Tea,75 g,35.86
31014,"Frontier Natural Products, Organic Cut & Sifted Valerian Root, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,30.03
24393,"North American Herb & Spice, Chag-O-Charge, Wild Forest Tea, 3.2 oz (90 g)",North American Herb & Spice,Tea,90 g,45.81
40762,"Green Foods , Organic Matcha + Brown Rice Solids, 5.5 oz (156 g)",Green Foods ,Tea,156 g,23.53
42728,"Harney & Sons, HT Tea Blend, Chinese Flower, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons,Tea,40 g,15.35
97872,"Tea Drops, Vanilla White Tea, 2.5 oz",Tea Drops,Tea,2,17.96
92087,"RSP Nutrition, Matcha Bomb, Vanilla Chai, 5.3 oz (150 g)",RSP Nutrition,Tea,150 g,26.94
38724,"Starwest Botanicals, Organic Astragalus Root C/S, 1 lb (453.6 g)",Starwest Botanicals,Tea,453,25.72
31188,"Frontier Natural Products, Organic Scullcap Herb, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,40.98
37949,"The Tao of Tea, Purple Leaf Varietal, Krishna Tulsi Tea, Caffeine Free, 2.0 oz (57 g)",The Tao of Tea,Tea,57 g,13.07
56467,"The Tao of Tea, Scented Black Tea, Ginger Peach, 4.0 oz (115 g)",The Tao of Tea,Tea,115 g,19.61
62643,"Fairhaven Health, FertiliTea for Women, 16 Tea Bags, .87 oz (24.8 g)",Fairhaven Health,Tea,24,34.06
89618,"Waykana, Amazon Guayusa Tea, Cacao Guayusa, 16 Tea Bags, 1.13 oz (32 g)",Waykana,Tea,32 g,9.79
97873,"Tea Drops, Citrus Ginger, Caffeine Free, 2.5 oz",Tea Drops,Tea,2,17.96
95173,"Pukka Herbs, Organic Lemongrass & Ginger, Caffeine-Free, 3 Pack, 20 Herbal Tea Sachets Each",Pukka Herbs,Tea,3,27.38
6080,"Natrol, Laci Le Beau, Super Dieter's Tea, Natural Botanicals, 30 Tea Bags, 2.63 oz (75 g)",Natrol,Tea,75 g,13.05
45005,"Rishi Tea, Organic Loose Leaf Green Tea, Matcha Super Green, 1.76 oz (50 g)",Rishi Tea,Tea,50 g,27.76
45580,"The Tao of Tea, Organic Yerba Mate Tea, 4.0 oz (114 g)",The Tao of Tea,Tea,114 g,13.89
85633,"Pukka Herbs, Organic Turmeric Active, Caffeine-Free, 3 Pack, 20 Herbal Tea Sachets Each  ",Pukka Herbs,Tea,3,not availabe
85757,"RAPIDFIRE, SlimTea, 28 Day Herbal Teatox, Matcha Tea, Real Lemon Flavor, 28 Tea Bags",RAPIDFIRE,Tea,28,27.42
96960,"Matcha Road, Matcha + Vitamin C, Superfood Drink Mix, Original Flavor, 10 Packets, 0.18 oz (5 g) Each",Matcha Road,Tea,5 g,19.77
97149,"Pink Stork, Uplift, Postpartum Mood Tea, Caffeine Free, Refreshing Lime, 15 Pyramid Sachets, 1.32 oz (37.5 g)",Pink Stork,Tea,37,21.55
95646,"Pink Stork, Heartburn, Indigestion Tea, Lemon Mint, Caffeine Free, 15 Pyramid Sachets, 1.32 oz (37.5 g)",Pink Stork,Tea,37,21.55
94929,"Frontier Natural Products, Certified Organic Turmeric Ginger Herbal Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,34.31
78661,"Twinings, Seasonal Tea Variety Pack, Special Edition, Holiday, 4 Boxes, 20 Tea Bags Each",Twinings,Tea,4,32.2
78661,"Twinings, Seasonal Tea Variety Pack, Special Edition, Holiday, 4 Boxes, 20 Tea Bags Each",Twinings,Tea,4,32.2
48757,"Dragon Herbs, Shaolin Inner Power eeTee, 2.1 oz (60 g)",Dragon Herbs,Tea,60 g,70.09
4888,"Natrol, Laci Le Beau, Super Dieter's Tea, Lemon Mint, 30 Tea Bags, 2.63 oz (75 g)",Natrol,Tea,75 g,11.42
90335,"Navitas Organics, Latte Superfood Drink Mix, Matcha, 10 Packets, 0.31 oz (9 g) Each",Navitas Organics,Tea,9 g,25.88
90335,"Navitas Organics, Latte Superfood Drink Mix, Matcha, 10 Packets, 0.31 oz (9 g) Each",Navitas Organics,Tea,9 g,25.88
85612,"Pukka Herbs, Love, Organic Rose, Chamomile & Lavender Tea, Caffeine Free, 3 Pack, 20 Herbal Tea Sachets Each  ",Pukka Herbs,Tea,3,not availabe
95174,"Pukka Herbs, Organic Blackcurrant Beauty, Caffeine-Free, 3 Pack, 20 Fruit Tea Sachets Each",Pukka Herbs,Tea,3,27.38
97716,"Dr. Axe / Ancient Nutrition, Keto Matcha, Ancient Energy Elixir, 8.5 oz (214 g)",Dr. Axe / Ancient Nutrition,Tea,214 g,69.01
88809,"Teami, Bloom Tea Blend, 3.5 oz (100 g)",Teami,Tea,100 g,49
92989,"TeaPigs, Trim Herbal Tea with Guarana, 15 Tea Temples, 1.32 oz (37.5 g)",TeaPigs,Tea,37,12.24
92996,"TeaPigs, Minty Cool, Peppermint Leaves, Caffeine Free, 15 Tea Temples, 1.1 oz (30 g)",TeaPigs,Tea,30 g,12.24
92985,"TeaPigs, Between Green and Black, Tung Ting Oolong Tea, 15 Tea Temples, 1.32 oz",TeaPigs,Tea,15,15.24
9480,"St. Dalfour, Organic, Black Cherry Tea, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour,Tea,50 g,not availabe
9542,"Eden Foods, Organic Sencha, Uji Cha, Loose Green Tea, 2.25 oz (63 g)  ",Eden Foods,Tea,63 g,not availabe
6805,"Traditional Medicinals, Seasonal Teas, Gypsy Cold Care, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals,Tea,28 g,7.88
6805,"Traditional Medicinals, Seasonal Teas, Gypsy Cold Care, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals,Tea,28 g,7.88
5329,"Natrol, Laci Le Beau, Super Dieter's Tea, Cinnamon Spice, 30 Tea Bags, 2.63 oz (75 g)  ",Natrol,Tea,75 g,not availabe
5492,"Yogi Tea, Pure Green, Green Tea, 16 Tea Bags, 1.09 oz (31 g)  ",Yogi Tea,Tea,31 g,not availabe
10327,"Eden Foods, Organic, Sencha Green Tea, 16 Tea Bags, .84 oz (24 g)  ",Eden Foods,Tea,24 g,not availabe
10327,"Eden Foods, Organic, Sencha Green Tea, 16 Tea Bags, .84 oz (24 g)  ",Eden Foods,Tea,24 g,not availabe
11129,"St. Dalfour, Organic, Green Tea, Golden Mango, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour,Tea,50 g,not availabe
11129,"St. Dalfour, Organic, Green Tea, Golden Mango, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour,Tea,50 g,not availabe
45572,"The Tao of Tea, Ceylon Black Tea, Orange Pekoe, 3.5 oz (100 g)  ",The Tao of Tea,Tea,100 g,not availabe
43413,"Twinings, Earl Grey, Black Tea, Decaffeinated, 25 Tea Bags, 1.54 oz (43 g)",Twinings,Tea,43 g,7.91
44573,"Dr. Mercola, Royal Matcha Green Tea, 1.06 oz (30 g)",Dr. Mercola,Tea,30 g,51.58
46605,"Dragon Herbs, He Shou Wu eeTee, 2.1 oz (60 g)",Dragon Herbs,Tea,60 g,69.19
46605,"Dragon Herbs, He Shou Wu eeTee, 2.1 oz (60 g)",Dragon Herbs,Tea,60 g,69.19
41680,"Organic India, Tulsi Tea, Tummy, Caffeine-Free, 18 Infusion Bags, 1.14 oz (32.4 g)  ",Organic India,Tea,32,not availabe
41474,"Traditional Medicinals, Just for Kids, Organic Tummy Comfort, Naturally Caffeine Free Herbal Tea, 18 Wrapped Tea Bags, .96 oz (27 g)  ",Traditional Medicinals,Tea,27 g,not availabe
27350,"St. Dalfour, Organic, Green Tea, Strawberry Rose, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour,Tea,50 g,not availabe
27545,"Stash Tea, Black Tea, Peach, 20 Tea Bags, 1.3 oz (38 g)  ",Stash Tea,Tea,38 g,not availabe
27542,"Stash Tea, Herbal Tea, Acai Berry, Caffeine Free, 18 Tea Bags, 1.1 oz (34 g)  ",Stash Tea,Tea,34 g,not availabe
37940,"The Tao of Tea, Handrolled Leaves Green Tea, Jasmine Pearls, 3 oz (85 g)",The Tao of Tea,Tea,85 g,26.47
37940,"The Tao of Tea, Handrolled Leaves Green Tea, Jasmine Pearls, 3 oz (85 g)",The Tao of Tea,Tea,85 g,26.47
37956,"The Tao of Tea, Organic Herbal Blend, Chamomile Lavender, Caffeine Free, 2 oz (57 g)  ",The Tao of Tea,Tea,57 g,not availabe
37956,"The Tao of Tea, Organic Herbal Blend, Chamomile Lavender, Caffeine Free, 2 oz (57 g)  ",The Tao of Tea,Tea,57 g,not availabe
38259,"Twinings, Organic Black Tea, Chai, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
38259,"Twinings, Organic Black Tea, Chai, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
38261,"Twinings, 100% Organic Green Tea, Pure Green, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings,Tea,36 g,not availabe
38261,"Twinings, 100% Organic Green Tea, Pure Green, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings,Tea,36 g,not availabe
38267,"Twinings, Organic Black Tea, Earl Grey, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings,Tea,36 g,not availabe
38267,"Twinings, Organic Black Tea, Earl Grey, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings,Tea,36 g,not availabe
38268,"Twinings, 100% Organic Herbal Tea, Peppermint, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
38268,"Twinings, 100% Organic Herbal Tea, Peppermint, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
38262,"Twinings, 100% Organic Green Tea with Jasmine, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
38262,"Twinings, 100% Organic Green Tea with Jasmine, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
26712,"Stash Tea, Black Tea, Chai Spice, 20 Tea Bags, 1.3 oz (38 g)  ",Stash Tea,Tea,38 g,not availabe
26712,"Stash Tea, Black Tea, Chai Spice, 20 Tea Bags, 1.3 oz (38 g)  ",Stash Tea,Tea,38 g,not availabe
26715,"Stash Tea, Black Tea, English Breakfast, 20 Tea Bags, 1.4 oz (40 g)  ",Stash Tea,Tea,40 g,not availabe
26715,"Stash Tea, Black Tea, English Breakfast, 20 Tea Bags, 1.4 oz (40 g)  ",Stash Tea,Tea,40 g,not availabe
26733,"Stash Tea, Green Tea, Organic Lemon Ginger, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea,Tea,36 g,not availabe
26733,"Stash Tea, Green Tea, Organic Lemon Ginger, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea,Tea,36 g,not availabe
26718,"Stash Tea, Green Tea & Matcha, Ginger Peach, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea,Tea,36 g,not availabe
26725,"Stash Tea, Black Tea, Decaf English Breakfast, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea,Tea,36 g,not availabe
26728,"Stash Tea, Herbal Tea, Organic Cascade Mint, Caffeine-Free, 18 Tea Bags, 0.6 oz (18 g)  ",Stash Tea,Tea,18 g,not availabe
26732,"Stash Tea, Green Tea, Organic Premium Green , 18 Tea Bags, 1.1 oz (33 g)  ",Stash Tea,Tea,33 g,not availabe
26734,"Stash Tea, Organic, White Tea With Mint, 18 Tea Bags, 0.8 oz (24 g)  ",Stash Tea,Tea,24 g,not availabe
54501,"Teeccino, Roasted Herbal Tea, Vanilla Nut, Medium Roast, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino,Tea,60 g,not availabe
54501,"Teeccino, Roasted Herbal Tea, Vanilla Nut, Medium Roast, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino,Tea,60 g,not availabe
12338,"Eden Foods, Organic, Kukicha Twig Tea, 16 Tea Bags, 1.12 oz (32 g)  ",Eden Foods,Tea,32 g,not availabe
13292,"St. Dalfour, Organic, Earl Grey Tea, 25 Tea Bags, 1.75 oz (50 g)   ",St. Dalfour,Tea,50 g,not availabe
13906,"St. Dalfour, Organic Strawberry Tea, 25 Envelopes, 1.75 oz (50 g)",St. Dalfour,Tea,50 g,5.09
71142,"Teeccino, Roasted Herbal Tea, Dandelion Mocha Mint, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino,Tea,60 g,not availabe
71144,"Teeccino, Roasted Herbal Tea, Dandelion Coconut Organic, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino,Tea,60 g,not availabe
70566,"Twinings, Green Tea, Lemon, 20 Tea Bags - 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
70572,"Twinings, 100% Pure Black Tea, Irish Breakfast, Decaffeinated, 20 Tea Bags, 1.41 oz (40 g) Each  ",Twinings,Tea,40 g,not availabe
70574,"Twinings, Herbal Tea, Pure Rooibos Red Tea, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
70847,"Stash Tea, Herbal Tea, Chamomile Nights, Caffeine Free, 20 Tea Bags, 0.6 oz (18 g)  ",Stash Tea,Tea,18 g,not availabe
70849,"Stash Tea, Oolong Tea, Coconut Mango, 18 Tea Bags, 1.2 oz (35 g)  ",Stash Tea,Tea,35 g,not availabe
28912,"Numi Tea, Organic Tea, Green Tea, Gunpowder Green, 18 Tea Bags, 1.27 oz (36 g)  ",Numi Tea,Tea,36 g,not availabe
28912,"Numi Tea, Organic Tea, Green Tea, Gunpowder Green, 18 Tea Bags, 1.27 oz (36 g)  ",Numi Tea,Tea,36 g,not availabe
28916,"Numi Tea, Organic Black Tea, Medium Caffeine, Golden Chai, 18 Tea Bags, 1.65 oz (46.8 g)  ",Numi Tea,Tea,46,not availabe
28916,"Numi Tea, Organic Black Tea, Medium Caffeine, Golden Chai, 18 Tea Bags, 1.65 oz (46.8 g)  ",Numi Tea,Tea,46,not availabe
28918,"Numi Tea, Organic Tea, Green Tea, Mate Lemon, 18 Tea Bags, 1.46 oz (41.4 g)  ",Numi Tea,Tea,41,not availabe
28918,"Numi Tea, Organic Tea, Green Tea, Mate Lemon, 18 Tea Bags, 1.46 oz (41.4 g)  ",Numi Tea,Tea,41,not availabe
57363,"Stash Tea, Black Tea, Salted Caramel Mate, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea,Tea,36 g,not availabe
57440,"Crystal Star, Liver Cleanse Flushing Tea, 3 oz (85 g)",Crystal Star,Tea,85 g,25.29
92979,"TeaPigs, Morning Glory, English Breakfast, 50 Tea Temples, 5.82 oz",TeaPigs,Tea,50,32.68
92979,"TeaPigs, Morning Glory, English Breakfast, 50 Tea Temples, 5.82 oz",TeaPigs,Tea,50,32.68
92980,"TeaPigs, Green with Envy, Mao Feng Green Tea, Loose Leaf Tea, 7.05 oz (200 g)",TeaPigs,Tea,200 g,27.45
92980,"TeaPigs, Green with Envy, Mao Feng Green Tea, Loose Leaf Tea, 7.05 oz (200 g)",TeaPigs,Tea,200 g,27.45
92982,"TeaPigs, Dream On, Chamomile Flowers, Loose Leaf Tea, Caffeine Free, 3.5 oz (100 g)",TeaPigs,Tea,100 g,13.07
92982,"TeaPigs, Dream On, Chamomile Flowers, Loose Leaf Tea, Caffeine Free, 3.5 oz (100 g)",TeaPigs,Tea,100 g,13.07
92983,"TeaPigs, Oriental Treasure, Jasmine Pearls, 15 Tea Temples, 1.32 oz",TeaPigs,Tea,15,15.24
92983,"TeaPigs, Oriental Treasure, Jasmine Pearls, 15 Tea Temples, 1.32 oz",TeaPigs,Tea,15,15.24
34456,"Tazo Teas, Awake English Breakfast, Black Tea, 20 Filterbags, 1.8 oz (51 g)",Tazo Teas,Tea,51 g,7.66
34468,"Tazo Teas, Herbal Tea, Refresh Mint, Caffeine-Free, 20 Filterbags, 0.8oz (24 g)  ",Tazo Teas,Tea,24 g,not availabe
34539,"Twinings, 100% Pure Black Tea, Irish Breakfast, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings,Tea,40 g,not availabe
79175,"OMG! Organic Meets Good, Organic, Matcha Powder, 4 oz (113 g)  ",OMG! Organic Meets Good,Tea,113 g,not availabe
97878,"Tea Drops, Tea Sprinkles, Refresh, Caffeine Free, 12 Tea Packets, 1.26 oz (35.7 g)",Tea Drops,Tea,35,14.69
97878,"Tea Drops, Tea Sprinkles, Refresh, Caffeine Free, 12 Tea Packets, 1.26 oz (35.7 g)",Tea Drops,Tea,35,14.69
97143,"Pink Stork, Lactation, Nursing Mother's Tea, Smooth Vanilla, Caffeine Free, 15 Biodegradable Pyramid Sachets  ",Pink Stork,Tea,15,not availabe
97143,"Pink Stork, Lactation, Nursing Mother's Tea, Smooth Vanilla, Caffeine Free, 15 Biodegradable Pyramid Sachets  ",Pink Stork,Tea,15,not availabe
97145,"Pink Stork, Fertility, Conception Tea, Sweet Mint, Caffeine Free, 15 Pyramid Sachets, 1.3 oz (37.5 g)",Pink Stork,Tea,37,21.55
97145,"Pink Stork, Fertility, Conception Tea, Sweet Mint, Caffeine Free, 15 Pyramid Sachets, 1.3 oz (37.5 g)",Pink Stork,Tea,37,21.55
97148,"Pink Stork, Slim, Postpartum Metabolism Tea, Sweet Hibiscus, 15 Pyramid Sachets, 1.32 oz (37.5 g)",Pink Stork,Tea,37,21.55
97148,"Pink Stork, Slim, Postpartum Metabolism Tea, Sweet Hibiscus, 15 Pyramid Sachets, 1.32 oz (37.5 g)",Pink Stork,Tea,37,21.55
92984,"TeaPigs, Cleanse Green Tea with Coconut, 15 Tea Temples, 1.58 oz (45 g)",TeaPigs,Tea,45 g,12.24
92986,"TeaPigs, Snooze Herbal Tea with Lavender, Caffeine Free, 15 Tea Temples, 1.58 oz (45 g)",TeaPigs,Tea,45 g,12.24
92987,"TeaPigs, Morning Glory, English Breakfast, 15 Tea Temples, 1.76 oz (50 g)",TeaPigs,Tea,50 g,12.24
93002,"TeaPigs, The New Grey, Darjeeling Earl Grey, 15 Tea Temples, 1.3 oz (37.5 g)",TeaPigs,Tea,37,12.24
95168,"Pukka Herbs, Organic Herbal Tea Collection, 3 Pack, 20 Herbal Tea Sachets Each  ",Pukka Herbs,Tea,3,not availabe
95169,"Pukka Herbs, Elderberry & Echinacea, 3 Pack, 20 Fruit Tea Sachets Each  ",Pukka Herbs,Tea,3,not availabe
95171,"Pukka Herbs, Lemon, Ginger & Manuka Honey, 3 Pack, 20 Herbal Tea Sachets Each  ",Pukka Herbs,Tea,3,not availabe
95176,"Pukka Herbs, Organic Day to Night Collection, 3 Pack, 20 Herbal Tea Sachets Each",Pukka Herbs,Tea,3,31.57
95178,"Pukka Herbs, Organic Tulsi Clarity, Caffeine-Free, 3 Pack, 20 Herbal Tea Sachets Each",Pukka Herbs,Tea,3,27.38
99165,"The Tao of Tea, Cooked Style Puer Velour, Dark Puer Tea, 3 oz (85 g)",The Tao of Tea,Tea,85 g,17.97
34463,"Tazo Teas, Herbal Tea, Calm Chamomile, Caffeine-Free, 20 Filterbags, 0.91 oz (26 g)",Tazo Teas,Tea,26 g,7.91
85009,"California Gold Nutrition, CafeCeps, Certified Organic Instant Coffee with Cordyceps and Reishi Mushroom Powder, 30 Packets, .077 oz (2.2 g) Each",California Gold Nutrition,Coffee,2,25.77
90415,"California Gold Nutrition, CafeCeps, Certified Organic Instant Coffee with Cordyceps and Reishi Mushroom Powder, 3.52 oz (100 g)",California Gold Nutrition,Coffee,100 g,16.11
92291,"Hana Beverages, Matcha Latte, Non-Coffee Superfood Beverage, 16 oz (454 g)",Hana Beverages,Coffee,454 g,30.12
92295,"Hana Beverages, Matcha Latte, Non-Coffee Superfood Beverage, 3.3 oz (93.6 g)",Hana Beverages,Coffee,93,12.4
92292,"Hana Beverages, Cacao & Coconut Latte, Non-Coffee Superfood Beverage, 16 oz (454 g)",Hana Beverages,Coffee,454 g,30.12
82668,"Mount Hagen, Organic Fairtrade Coffee, Instant, Decaffeinated, 3.53 oz (100 g)",Mount Hagen,Coffee,100 g,15.15
30266,"Pero, Instant Natural Beverage, Caffeine Free, Original, 7 oz (200 g)",Pero,Coffee,200 g,10.85
